month,name,practice,items
2021-04-01,SOHO SQUARE GENERAL PRACTICE,E87714,3
2021-04-01,BIDDULPH VALLEY SURGERY,M83046,3
2021-04-01,WOODLAND DRIVE MEDICAL CENTRE,C85006,3
2021-04-01,WENTWORTH MEDICAL PRACTICE.,E83035,3
2020-09-01,HESWALL & PENSBY GROUP PRACTICE,N85007,3
2020-09-01,STEPPING STONE PRACTICE,P81167,3
2020-09-01,TOWNSEND MEDICAL CENTRE,N82052,3
2020-09-01,WELBECK ROAD HEALTH CENTRE,C81041,3
2020-09-01,HEADY HILL SURGERY,P86602,3
2020-12-01,BOUNDARY HOUSE MEDICAL CENTRE,P91013,3
2020-12-01,THE HOLLIES FAMILY SURGERY,N84618,3
2020-12-01,ANGEL HILL SURGERY,D83005,3
2020-12-01,QUANTOCK VALE SURGERY,L85036,3
2020-12-01,YARDLEY GREEN MEDICAL CENTRE,M85061,3
2020-12-01,SHERRINGTON PARK MEDICAL PRACTICE,C84682,3
2020-12-01,THE OLD LINKS SURGERY,P81737,3
2020-12-01,CLIFTON COURT MEDICAL PRACTICE,A83040,3
2021-05-01,BLACKFRIARS,Y02622,3
2021-05-01,MANCHESTER MEDICAL,P84616,3
2021-05-01,WEST DERBY MEDICAL CENTRE,N82024,3
2021-05-01,THE ALBION MOUNT MEDICAL PRACTICE,B85646,3
2021-05-01,ROYSIA SURGERY,E82132,3
2021-05-01,NORWOOD MEDICAL CENTRE,C88014,3
2021-02-01,DERBY ROAD PRACTICE,J82149,3
2021-02-01,FAIRFIELD SURGERY,Y01108,3
2021-02-01,MANSTON SURGERY,B86009,3
2021-02-01,THREE VILLAGES MEDICAL PRACTICE,M87005,3
2021-01-01,GRANVILLE HOUSE MED CTRE,P81154,3
2021-01-01,THE BRIDGE GROUP PRACTICE,B81046,3
2021-01-01,SPA MEDICAL CENTRE,M84059,3
2021-01-01,THE SALTAIRE & WINDHILL MEDICAL P'SHIP,B83039,3
2021-01-01,MANOR BROOK PMS,G83001,3
2021-01-01,WATERFIELD HOUSE SURGERY,G82155,3
2021-01-01,HAILEY VIEW SURGERY,E82088,3
2021-01-01,WIMBLEDON MEDICAL PRACTICE,H85028,3
2020-08-01,THE MANOR PRACTICE,M85033,3
2020-08-01,EDEN SURGERY,C81604,3
2020-08-01,LANSDOWNE SURGERY,J83034,3
2020-08-01,GRASSENDALE MEDICAL CENTRE,N82009,3
2021-01-01,UNITY HEALTHCARE,D83012,3
2021-03-01,SILVERDALE MEDICAL PRACTICE,P87019,3
2021-03-01,THE HEATHBRIDGE PRACTICE,H85061,3
2021-03-01,HAREHILLS CORNER SURGERY,B86061,3
2021-03-01,LAWTON HOUSE SURGERY,N81052,3
2021-03-01,CHEAM FAMILY PRACTICE,H85105,3
2020-11-01,ROSEGARTH SURGERY,B84005,3
2020-11-01,GRANVILLE HOUSE MED CTRE,P81154,3
2020-11-01,PHOENIX PRIMARY CARE (SOUTH) LTD,Y02332,3
2020-11-01,FLEETWOOD SURGERY,P81668,3
2020-11-01,PARK VIEW GROUP PRACTICE,P88018,3
2020-11-01,LIMES MEDICAL CENTRE,C81099,3
2020-11-01,HOLLYBROOK MEDICAL CENTRE,C81054,3
2020-11-01,ST HELIERS MEDICAL PRACTICE,M85030,3
2020-10-01,THE SURGERY,C82045,3
2020-07-01,DALSTON MEDICAL GROUP,A82022,3
2020-07-01,ROSEDALE SURGERY,D83047,3
2020-07-01,BHATIA (BROAD LANE),H84018,3
2020-07-01,DR SANOMI,F82031,3
2021-04-01,DENMARK STREET SURGERY,A83047,3
2021-04-01,THE CHRISP STREET HTH CTR,F84062,3
2020-10-01,CRICKET GREEN MEDICAL PRACTICE,H85038,3
2020-11-01,RICHMOND MEDICAL GROUP,H84006,3
2020-11-01,SPRINGHEAD HEALTH,G82044,3
2020-11-01,AVONSIDE HEALTH CENTRE,M84010,3
2020-08-01,REGENT HOUSE SURGERY,P81062,3
2020-08-01,ROYSIA SURGERY,E82132,3
2021-02-01,KINGSTON HEALTH CENTRE,H84061,3
2021-05-01,POCKLINGTON GROUP PRACTICE,B81036,3
2021-05-01,NEW ROAD SURGERY BROMSGROVE,M81021,3
2021-05-01,BIRCHWOOD MEDICAL PRACTICE,H81037,3
2021-05-01,DIDCOT HEALTH CENTRE PRACTICE,K84002,3
2020-07-01,GRIMETHORPE SURGERY,C85018,3
2020-07-01,WALLINGBROOK HEALTH CENTRE,L83025,3
2020-07-01,RISE PARK SURGERY,C84129,3
2020-07-01,HILLVIEW MEDICAL CENTRE,H81061,3
2020-07-01,DR KUMAR & PTNR - SHOEBURY HC,F81613,3
2020-07-01,CAMPINGLAND SURGERY,D82057,3
2020-12-01,MORECAMBE SURGERY,F85650,3
2020-09-01,KINGSWOOD SURGERY,G82016,3
2020-09-01,MALLARD MEDICAL PRACTICE,A87615,3
2021-05-01,OTTERFIELD MEDICAL CENTRE,E86027,3
2021-04-01,SOUTHAM SURGERY,M84026,3
2021-03-01,FOREST HOUSE SURGERY,C82064,3
2021-03-01,DR KHAN & PARTNERS,F81001,3
2021-01-01,HARFORD HEALTH CENTRE,F84087,3
2021-01-01,LONGTON MEDICAL CENTRE,N83053,3
2021-01-01,THE HAYMARKET HEALTH CTR,M83082,3
2021-01-01,BLACKMORE VALE PARTNERSHIP,J81620,3
2021-04-01,PARKSIDE PRACTICE,K81045,3
2021-04-01,EDEN PARK SURGERY,G84011,3
2021-04-01,THE DUNSTAN PARTNERSHIP,P82001,3
2021-04-01,LENSFIELD MEDICAL PRACTICE,D81001,3
2020-09-01,PHOENIX HEALTH GROUP,L84012,3
2020-09-01,WHICKHAM COTTAGE MEDICAL CENTRE,A85020,3
2020-09-01,KS MEDICAL CENTRE,E85012,3
2020-09-01,LIVERPOOL HOUSE SURGERY,A82077,3
2020-09-01,EAST PARK MEDICAL PRACTICE,M92630,3
2020-09-01,HILLVIEW FAMILY PRACTICE,L81041,3
2020-09-01,VIDA HEALTHCARE,D82044,3
2020-09-01,THE MUSWELL HILL PRACTICE,F85063,3
2020-09-01,HIGHLAND ROAD SURGERY,G84604,3
2020-12-01,WEAVER VALE PRACTICE,N81054,3
2020-12-01,COLLIERY COURT MEDICAL GROUP,A88016,3
2020-12-01,BRERETON SURGERY,M83703,3
2021-05-01,ROCKLEIGH COURT SURGERY,F81102,3
2021-05-01,ADSHALL ROAD MEDICAL PRAC,P88014,3
2021-05-01,BURLINGTON ROAD SURGERY,D83008,3
2021-05-01,ST GEORGE'S MEDICAL CENTRE,P84025,3
2021-05-01,MIDDLEWICH ROAD SURGERY,N81113,3
2021-05-01,MILLFIELD MEDICAL GROUP,A89017,3
2021-05-01,DARLASTON HEALTH CENTRE-KHAN,Y00278,3
2021-05-01,WALLINGTON FAMILY PRACTICE,H85653,3
2021-02-01,BARROWFORD SURGERY,P81757,3
2021-02-01,ALCESTER HEALTH CENTRE,M84049,3
2021-02-01,PELHAM MEDICAL PRACTICE,G82032,3
2021-02-01,COLNEY HATCH LANE SURGERY,E83034,3
2021-01-01,GRASMERE SURGERY,P92607,3
2021-01-01,WESTBOURNE SURGERY,B85636,3
2021-01-01,CRANHAM HEALTH CENTRE,F82674,3
2021-01-01,VINE STREET SURGERY,C83075,3
2021-01-01,OAKLANDS HEALTH CENTRE,G82160,3
2021-01-01,ST. ANDREW'S SURGERY,J82071,3
2020-08-01,THE ROTHBURY PRACTICE,A84002,3
2020-08-01,DODINGTON SURGERY,M82044,3
2020-08-01,ISLINGTON CENTRAL MEDICAL CENTRE,F83010,3
2020-08-01,PEMBERTON SURGERY,P92019,3
2020-08-01,THE NOOK AND CLIFTON GROUP,B85638,3
2020-08-01,TRAMWAYS MEDICAL CENTRE (O'CONNELL),C88018,3
2020-08-01,GPS HEALTHCARE,M89003,3
2020-08-01,VICTORIA ROAD SURGERY,H82041,3
2021-02-01,FRIARWOOD SURGERY,B87011,3
2021-02-01,WHITNASH MEDICAL CENTRE,M84064,3
2021-02-01,HEDENA HEALTH,K84009,3
2021-02-01,EASTWOOD PRIMARY CARE CENTRE,C84032,3
2021-02-01,THE UPPINGHAM SURGERY,C82077,3
2021-02-01,NORTH STREET MEDICAL CARE,F82009,3
2021-03-01,RAWNSLEY SURGERY,M83719,3
2021-03-01,BARROWFORD SURGERY,P81757,3
2021-03-01,EYNSHAM MEDICAL GROUP,K84006,3
2021-03-01,CHEAM GP CENTRE,H85063,3
2021-03-01,THE DAWES FAMILY PRACTICE,P86026,3
2021-03-01,WESTBURY GROUP PRACTICE,J83040,3
2020-11-01,STAVELEIGH MEDICAL CENTRE,P89007,3
2020-11-01,PARK MEDICAL CENTRE,N81046,3
2020-11-01,LAKESIDE MEDICAL,G83018,3
2020-11-01,THE MARINE & OAKRIDGE PARTNERSHIP,J81049,3
2020-10-01,EDEN MEDICAL GROUP,A82020,3
2020-10-01,DR SJC CLAY'S PRACTICE,Y00252,3
2020-10-01,NEWHALL SURGERY,C81020,3
2020-10-01,SULLIVAN WAY SURGERY,P92011,3
2020-10-01,THE RIDGEWAY SURGERY,M87007,3
2020-10-01,PARK LANE SURGERY,E82090,3
2020-12-01,HINGHAM SURGERY,D82085,3
2020-12-01,COLLEGE SURGERY PARTNERSHIP,L83092,3
2020-07-01,EDEN MEDICAL GROUP,A82020,3
2020-07-01,WHITEHALL MEDICAL PRACTICE,M84004,3
2020-07-01,HADDENHAM MEDICAL CENTRE,K82028,3
2020-07-01,HUNMANBY SURGERY,B82628,3
2020-07-01,STAINES HEALTH GROUP,H81134,3
2020-07-01,ABBEY FIELD MEDICAL CENTRE,F81095,3
2020-07-01,RED AND GREEN PRACTICE,J82056,3
2021-04-01,BARWELL & HOLLYCROFT MEDICAL CENTRES,C82061,3
2021-04-01,HORTON BANK PRACTICE,B83017,3
2021-04-01,ST. GEORGES MEDICAL CENTRE,E83020,3
2021-04-01,ALMA ROAD SURGERY,J82074,3
2021-04-01,CLECKHEATON GROUP PRACTICE,B85021,3
2021-04-01,WHEATFIELD SURGERY,E81008,3
2020-10-01,BRERETON SURGERY,M83703,3
2020-10-01,FINCHAMPSTEAD PRACTICE,K81025,3
2020-10-01,BRACKLEY MEDICAL CENTRE,K83049,3
2020-11-01,FELTWELL SURGERY,D82079,3
2020-08-01,WOMBWELL GMS PRACTICE,C85013,3
2020-11-01,TUDOR SURGERY,N81090,3
2020-11-01,WASHINGBOROUGH SURGERY,C83058,3
2021-02-01,BARLBOROUGH MEDICAL PRACTICE,C81662,3
2021-02-01,ELMS MEDICAL PRACTICE,E82071,3
2021-02-01,LOUGHTON HEALTH CENTRE,F81048,3
2021-05-01,BRIDGE COTTAGE SURGERY,E82019,3
2021-05-01,BENNETTS END SURGERY,E82032,3
2021-05-01,DUNSTER & PORLOCK SURGERIES,L85065,3
2021-05-01,ASHBOURNE MEDICAL PRACTICE,C81037,3
2021-05-01,MOULTON MEDICAL CENTRE,C83039,3
2020-07-01,STATION HOUSE SURGERY,A82027,3
2020-07-01,CHARLTON HILL SURGERY,J82025,3
2020-07-01,THE COURTYARD SURGERY,H82028,3
2020-07-01,DERBY MEDICAL CENTRE,H81051,3
2020-07-01,THE MISSION PRACTICE,F84016,3
2020-07-01,THE MILTON SURGERY,L81058,3
2020-12-01,PATIENCE LANE SURGERY,B87602,3
2020-12-01,ASHINGDON MEDICAL CENTRE,F81690,3
2020-12-01,VALENTINE MEDICAL CENTRE,P84019,3
2020-10-01,THE MUSWELL HILL PRACTICE,F85063,3
2021-05-01,PARKSIDE GROUP PRACTICE,H83015,3
2021-04-01,SETT VALLEY MEDICAL CENTRE,C81003,3
2021-04-01,MORLAND ROAD SURGERY,H83023,3
2021-04-01,BARNARD CASTLE SURGERY,A83046,3
2021-04-01,CHAPEL GROUP MEDICAL CENTRE,P87649,3
2021-04-01,BELVEDERE MEDICAL CENTRE,G83052,3
2020-09-01,EDEN MEDICAL GROUP,A82020,3
2020-09-01,LOVEMEAD GROUP PRACTICE,J83008,3
2020-09-01,WALKLEY HOUSE MEDICAL CENTRE,C88005,3
2020-09-01,HARDEN BLAKENALL,Y02627,3
2020-09-01,ABINGTON MEDICAL CENTRE,K83043,3
2020-09-01,THE NELSON PRACTICE,C86613,3
2020-09-01,BURNLEY PRACTICE,Y00206,3
2020-09-01,DR RASOOL,A81602,3
2020-09-01,THE ELMS PRACTICE,P81045,3
2020-09-01,THORNHILL LEES MEDICAL CENTRE,B85606,3
2020-12-01,MANSION HOUSE SURGERY,A82075,3
2020-12-01,THE SCOTT PRACTICE,C86019,3
2020-12-01,RAME GROUP PRACTICE,Y00969,3
2020-12-01,BROKEN CROSS SURGERY,N81632,3
2020-12-01,SOUTHAM SURGERY,M84026,3
2021-05-01,THE LEYS HEALTH CENTRE,K84031,3
2021-05-01,LONGSHORE SURGERIES,D83010,3
2021-05-01,NEW COURT SURGERY,M81629,3
2021-05-01,MID SUSSEX HEALTH CARE,H82057,3
2021-02-01,SWALLOWNEST HEALTH CENTRE,C87008,3
2021-02-01,LEVER CHAMBERS 2,P82013,3
2021-02-01,BLOXWICH MEDICAL PRACTICE,M91034,3
2021-01-01,BENTHAM ROAD HEALTH CENTRE,Y02657,3
2021-01-01,RICHMOND SURGERY,J82099,3
2021-01-01,DONNEYBROOK MEDICAL CENTRE,P89016,3
2021-01-01,HORIZON HEALTHCARE,C81006,3
2021-01-01,TRENTSIDE MEDICAL GROUP,C84010,3
2021-01-01,CHERTSEY HEALTH CENTRE,H81033,3
2020-08-01,FELDON LANE PRACTICE,M87020,3
2020-08-01,WARWICK HOUSE MEDICAL PRACTICE,L85052,3
2020-08-01,OUSE VALLEY PRACTICE,H82615,3
2020-08-01,URMSTON GROUP PRACTICE,P91006,3
2021-02-01,THE ROSE TREE PMS PRACTICE,C85014,3
2021-02-01,OAKMEADOW SURGERY (RA LEACH),C82008,3
2021-01-01,HOPWOOD MEDICAL CENTRE,P86023,3
2021-01-01,RINGMEAD MEDICAL PRACTICE,K81030,3
2021-01-01,TRINITY MEDICAL CENTRE,G81070,3
2021-03-01,CROWN STREET SURGERY,C87030,3
2021-03-01,THE HAWTHORNS SURGERY,M85175,3
2021-03-01,GREEN LANE MEDICAL CENTRE,N82090,3
2021-03-01,SHAKESPEARE ROAD SURGERY,C87608,3
2021-03-01,THE RIDGEWAY SURGERY,M87007,3
2020-11-01,CHINGFORD MEDICAL PRACTICE,Y01291,3
2020-10-01,PARBOLD SURGERY,P81096,3
2020-10-01,BROOKSIDE SURGERY,M84616,3
2020-10-01,FELDON LANE PRACTICE,M87020,3
2020-10-01,PALFREY HEALTH CENTRE,M91621,3
2020-10-01,WIMBLEDON MEDICAL PRACTICE,H85028,3
2020-12-01,GOLDINGTON AVENUE SURGERY,E81047,3
2020-12-01,DIAMOND HEALTH GROUP,L85022,3
2020-12-01,COPPICE SURGERY,H82014,3
2020-07-01,SPRING HILL PRACTICE,Y03049,3
2020-07-01,OLD ROAD SURGERY,F81212,3
2020-07-01,LYNDHURST ROAD MEDICAL CENTRE,G83049,3
2020-07-01,THE NUNHEAD SURGERY,G85685,3
2020-07-01,PEBSHAM SURGERY,G81025,3
2020-07-01,HIGHGATE GROUP PRACTICE,F85014,3
2021-04-01,OLD ROAD SURGERY,F81212,3
2021-04-01,LISSON GROVE MEDICAL CTR.,L83147,3
2021-04-01,RUSKINGTON SURGERY,C83013,3
2020-10-01,NEWNHAM WALK SURGERY,D81005,3
2020-10-01,THE GLEBELAND SURGERY,M81605,3
2020-08-01,ST VINCENT MEDICAL CENTRE,C86029,3
2020-08-01,ABBEY WOOD SURGERY,G83031,3
2020-11-01,WEAVER VALE PRACTICE,N81054,3
2020-11-01,MANSION HOUSE SURGERY,A82075,3
2021-02-01,ROCHDALE ROAD MEDICAL CENTRE,P86015,3
2021-02-01,THE NIGHTINGALE PRACTICE,F84018,3
2021-05-01,THE KIRTON LINDSEY AND SCOTTER SURGERY,B81099,3
2020-07-01,PRINGLE STREET SURGERY,P81724,3
2020-07-01,REGAL CHAMBERS SURGERY,E82075,3
2020-07-01,THE LIONWOOD MEDICAL PRACTICE,D82073,3
2020-07-01,ISLINGTON CENTRAL MEDICAL CENTRE,F83010,3
2020-07-01,IDLE MEDICAL CENTRE,B83018,3
2020-09-01,BIRCHWOOD SURGERY,E82082,3
2020-09-01,TOPCLIFFE SURGERY,B82019,3
2020-09-01,HADLEIGH BOXFORD GROUP PRACTICE,D83037,3
2020-10-01,CHESTER SURGERY,A89623,3
2020-10-01,RIVERBANK MEDICAL SERVICES,C84127,3
2021-04-01,SOVEREIGN MEDICAL CENTRE,K82025,3
2021-04-01,SOUTHDENE SURGERY,F86066,3
2021-01-01,WETHERBY SURGERY,B86625,3
2020-09-01,WARWICK SQUARE GROUP PRACTICE,A82654,3
2020-09-01,FRONKS RD FAMILY SURGERY,F81221,3
2020-09-01,HADDENHAM MEDICAL CENTRE,K82028,3
2020-09-01,KENNEDY WAY SURGERY,L81042,3
2020-09-01,ST JAMES MEDICAL PRACTICE,D82051,3
2020-09-01,WOODSTOCK SURGERY,K84042,3
2020-09-01,KIRKGATE SURGERY,B85640,3
2020-09-01,HILLTOPS MEDICAL CENTRE,K82067,3
2020-09-01,LINKS ROAD SURGERY,G81663,3
2020-09-01,WARD END MEDICAL CENTRE,M85066,3
2020-09-01,SOUTH LAWN MEDICAL PRACTICE,L83084,3
2020-12-01,SHEPHALL HEALTH CENTRE,E82056,3
2020-12-01,LINKS ROAD SURGERY,G81663,3
2021-05-01,THE AVENUE SURGERY,P92615,3
2021-05-01,NORTH RIDGE MEDICAL PRACTICE,G82055,3
2021-05-01,PRINCE OF WALES GROUP SURGERY,F83018,3
2021-02-01,BEACON PRIMARY CARE,P81112,3
2021-02-01,ECCLESFIELD GROUP PRACT,C88039,3
2021-02-01,THE CEDARS SURGERY,L81643,3
2021-02-01,QUEENS PARK HEALTH CENTRE,E81021,3
2021-01-01,DR SJC CLAY'S PRACTICE,Y00252,3
2021-01-01,MORETON CROSS GROUP PRACTICE,N85028,3
2021-01-01,NIGHTINGALE HOUSE SURGERY,F85058,3
2020-08-01,THE NEW CITY MEDICAL GROUP,A89013,3
2020-08-01,RED AND GREEN PRACTICE,J82056,3
2020-08-01,WHITEHALL SURGERY,B86071,3
2020-08-01,WOODFORD MEDICAL PRACTICE,B81077,3
2020-08-01,THORNHILL LEES MEDICAL CENTRE,B85606,3
2021-02-01,ALBION HEALTH CENTRE,F84012,3
2021-02-01,DOCKHAM SURGERY,L84046,3
2021-02-01,ATHENA MEDICAL CENTRE,F84060,3
2021-01-01,FARNHAM DENE MEDICAL PRACTICE,H81615,3
2021-01-01,DR HANDA & PARTNER,B85611,3
2021-01-01,HOLLYBROOK MEDICAL CENTRE,C81054,3
2021-01-01,NEASHAM ROAD SURGERY,A83013,3
2021-03-01,"THE SURGERY, DR MANGWANA & PARTNERS",E85038,3
2021-03-01,LYDNEY PRACTICE,L84011,3
2021-03-01,MORDEN HALL MEDICAL CENTRE,H85037,3
2021-03-01,BELMONT & SHERBURN MEDICAL GROUP,A83014,3
2021-03-01,THE MANOR PRACTICE,F86011,3
2021-03-01,RAVENSWOOD MEDICAL PRACTICE,Y01794,3
2021-03-01,THE CEDARS SURGERY,L81643,3
2021-03-01,SPRING HILL MEDICAL CENTRE,M84008,3
2020-11-01,THE REYNARD SURGERY,D83078,3
2020-11-01,MAYFIELD MEDICAL PRACTICE,M92040,3
2020-11-01,HEATHGATE MEDICAL PRACTICE,D82078,3
2020-10-01,BRANKSOMEWOOD H/CARE CTR,J82135,3
2020-10-01,NEWBURN SURGERY,A86038,3
2020-12-01,GRANVILLE MEDICAL CENTRE,Y00918,3
2020-07-01,GRANVILLE HOUSE MED CTRE,P81154,3
2020-07-01,ATKINSON HEALTH CENTRE,A82062,3
2020-07-01,LUCIE WEDGWOOD HEALTH CTR,M83682,3
2020-07-01,SOUTHOVER MEDICAL PRACTICE,L83029,3
2020-07-01,BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,A81030,3
2020-07-01,THE DOW SURGERY,M81020,3
2020-07-01,THE SHRUBBERY SURGERY,G82021,3
2020-07-01,QUEENSWOOD MEDICAL PRACTICE,Y03035,3
2020-07-01,HARFORD HEALTH CENTRE,F84087,3
2020-07-01,EDEN PARK SURGERY,G84011,3
2020-07-01,GILTBROOK SURGERY,C84667,3
2021-04-01,MILNROW VILLAGE PRACTICE,P86001,3
2021-04-01,CLARENDON PARK ROAD HEALTH CENTRE,C82122,3
2021-04-01,CULVERHAY SURGERY,L84027,3
2021-04-01,WELBECK ROAD HEALTH CENTRE,C81041,3
2021-04-01,EAST TREES HEALTH CENTRE,L81023,3
2020-10-01,AXBRIDGE SURGERY,L85055,3
2020-10-01,WINSCOMBE SURGERY,L81021,3
2020-10-01,240 WEXHAM ROAD,K81645,3
2020-11-01,SWAN MEDICAL GROUP,J82098,3
2020-11-01,THE ALLAN PRACTICE,K82078,3
2021-05-01,WEST END CLINIC,C86621,3
2021-05-01,BRIDGE VIEW MEDICAL,L81007,3
2021-05-01,TRESCOBEAS SURGERY,L82052,3
2021-05-01,DYKES HALL MEDICAL CENTRE,C88045,3
2021-05-01,HIGHLAND ROAD SURGERY,G84604,3
2020-07-01,BRIDGEGATE MEDICAL CENTRE,A82009,3
2020-07-01,HIGHGROVE SURGERY,F82680,3
2020-07-01,DINGLE PARK PRACTICE,N82033,3
2020-12-01,EASTHAMPSTEAD SURGERY,K81087,3
2020-12-01,FAIRFIELD SURGERY,G81052,3
2020-12-01,DOWNLANDS MEDICAL CENTRE,G81004,3
2020-09-01,THE SPINNEY MEDICAL CTR.,N83035,3
2020-09-01,DINGLE PARK PRACTICE,N82033,3
2020-09-01,STAINLAND ROAD MEDICAL CENTRE,B84009,3
2020-10-01,THE LEA SURGERY,F84105,3
2020-10-01,FAIRFIELDS PRACTICE,C84105,3
2021-04-01,SOUTH LEICESTERSHIRE MEDICAL PARTNERSHIP,C82001,3
2021-04-01,CHERTSEY HEALTH CENTRE,H81033,3
2021-04-01,VICTORIA MEDICAL CENTRE,E87002,3
2021-04-01,SOUTHBROOM SURGERY,J83049,3
2021-03-01,CHRISTCHURCH HALL SURGERY,F85061,3
2021-03-01,LENSFIELD MEDICAL PRACTICE,D81001,3
2021-01-01,THE COLLIERY PRACTICE,M83638,3
2020-09-01,RICHMOND MEDICAL CENTRE,P81182,3
2020-09-01,MANOR SURGERY,K84044,3
2020-09-01,THE ANDOVER HEALTH CENTRE MEDICAL PRACT,J82017,3
2020-09-01,BOULTHAM PARK MEDICAL PRACTICE,C83014,3
2020-09-01,CENTRAL UXBRIDGE SURGERY,E86015,3
2020-09-01,BRUTON SURGERY,L85032,3
2020-09-01,COLSTERWORTH SURGERY,C83053,3
2020-09-01,THE CRESCENT MEDICAL CTR.,K83050,3
2020-09-01,THE PEARTREE PRACTICE,J82101,3
2020-12-01,MARINE AVENUE MEDICAL CTR,A87008,3
2020-12-01,REEDYFORD HLTH CARE GROUP,P81032,3
2020-12-01,HEATHERVIEW MEDICAL CTR.,J81044,3
2020-12-01,WALTON MEDICAL CENTRE,F81017,3
2020-12-01,KINGTON MEDICAL PRACTICE,M81054,3
2020-12-01,QUEENHILL MEDICAL PRACTICE,H83014,3
2021-05-01,COLERIDGE MEDICAL CENTRE,L83095,3
2021-05-01,HORTON BANK PRACTICE,B83017,3
2021-05-01,CHURCHSIDE MEDICAL PRACTICE,C84020,3
2021-05-01,EVEREST HEALTH PARTNERSHIP,G83027,3
2021-05-01,ADELAIDE STREET SURGERY,P81042,3
2021-05-01,HURLEY AND RIVERSIDE PRACTICES,G85053,3
2021-02-01,SILLOTH GROUP MEDICAL PRACTICE,A82037,3
2021-02-01,CARADOC SURGERY,F81026,3
2021-02-01,CENTRAL PARK MEDICAL CENTRE,N85027,3
2021-02-01,MAJOR OAK MEDICAL PRACTICE,C84113,3
2021-02-01,BEECHWOOD SURGERY,F81023,3
2021-02-01,EAST HULL FAMILY PRACTICE,B81008,3
2021-02-01,RAVENSWOOD MEDICAL PRACTICE,Y01794,3
2021-02-01,THE GARDEN SURGERY,B86054,3
2021-01-01,LITTLEBOROUGH GROUP PRACTICE,P86018,3
2021-01-01,BRIDGEGATE MEDICAL CENTRE,A82009,3
2021-01-01,THE AVENUE MEDICAL CENTRE,P84049,3
2021-01-01,IVER MEDICAL CENTRE,K82006,3
2021-01-01,WAYSIDE MEDICAL PRACTICE,H81046,3
2020-08-01,ALCESTER HEALTH CENTRE,M84049,3
2020-08-01,PRINCE OF WALES GROUP SURGERY,F83018,3
2021-02-01,UPPER THAMES MEDICAL GROUP,L84010,3
2021-02-01,VALENTINE MEDICAL CENTRE,P84019,3
2021-01-01,CHEADLE HULME HEALTH CTR 2,P88007,3
2021-01-01,PIONEER MEDICAL GROUP,L81037,3
2021-01-01,MUSTERS MEDICAL PRACTICE,C84090,3
2021-03-01,LIMES MEDICAL CENTRE,C81099,3
2021-03-01,SOUTHOVER MEDICAL PRACTICE,L83029,3
2021-03-01,CAYTHORPE & ANCASTER MEDICAL PRACTICE,C83020,3
2021-03-01,DR RS DURSTON'S PRACTICE,G85013,3
2021-03-01,HARVEY GROUP PRACTICE,E82084,3
2021-03-01,DINNINGTON GROUP PRACTICE,C87002,3
2021-03-01,RAVENSWORTH SURGERY,A88608,3
2021-03-01,WEST MEADS SURGERY,H82099,3
2021-03-01,CHARLOTTE KEEL MEDICAL PRACTICE,L81015,3
2020-11-01,LINDEN AVENUE MEDICAL CENTRE,K83036,3
2020-11-01,MOLEBRIDGE PRACTICE,H81618,3
2020-11-01,DR JUDE'S PRACTICE - RIVERSIDE,N82646,3
2020-11-01,PARKSIDE MEDICAL CENTRE,C84064,3
2020-10-01,UNDERCLIFFE SURGERY,B85012,3
2020-10-01,PINFOLD MEDICAL,M91650,3
2020-10-01,JAMES FISHER MEDICAL CENTRE,J81047,3
2020-10-01,IMPERIAL ROAD SURGERY,C81028,3
2020-10-01,COLLEGE SURGERY PARTNERSHIP,L83092,3
2020-12-01,DR BELLO'S SURGERY,P81166,3
2020-07-01,THE NEVELLS ROAD SURGERY,E82008,3
2020-07-01,BARLOW MEDICAL CENTRE,P84034,3
2020-07-01,THURLEIGH ROAD PRACTICE,H85114,3
2020-07-01,PROSPECT SURGERY,A81029,3
2021-04-01,SANGAM PRACTICE,F84658,3
2021-04-01,CHARNWOOD MEDICAL GROUP,C82041,3
2021-04-01,DAWLEY MEDICAL PRACTICE,M82009,3
2020-10-01,WILLOW TREE FAMILY DOCTORS,E84015,3
2020-10-01,TOWER FAMILY HEALTHCARE,P83012,3
2020-08-01,TILE HOUSE SURGERY,F81038,3
2020-08-01,BARRINGTON MEDICAL CENTRE,P91603,3
2020-08-01,DEBEN ROAD SURGERY,D83050,3
2020-11-01,HANDSWORTH MEDICAL PRACTICE,C88036,3
2021-05-01,CHILCOTE PRACTICE,L83111,3
2020-07-01,BELGRAVIA SURGERY,E87005,3
2020-07-01,ARGYLE HEALTH-ISLEWORTH PRACTICE,E85744,3
2020-07-01,THE REDWELL MEDICAL CENTRE,K83011,3
2020-07-01,KS MEDICAL CENTRE,E85012,3
2020-12-01,THE DEERBROOK SURGERY,G85129,3
2020-09-01,EVELYN MEDICAL CENTRE,C81092,3
2020-09-01,SEDLESCOMBE & WESTFIELD SURGERIES,G81057,3
2020-10-01,THE PARK MEDICAL CENTRE,P84045,3
2021-04-01,HOLBEACH MEDICAL CENTRE,C83028,3
2021-04-01,TOWN MEDICAL CENTRE,G82110,3
2020-09-01,SCAWSBY HEALTH CENTRE PRACTICE,C86032,3
2020-09-01,BROADWAY MEDICAL CENTRE,M91619,3
2020-09-01,CHIPPING SURGERY,L84051,3
2020-09-01,GRAFTON MEDICAL PARTNERS,Y02423,3
2020-09-01,EDGWICK MEDICAL CENTRE,M86633,3
